T,I,0.7422945330848272
I,O,0.4820371722849454
O,N,1.1000626717527842
N,SPACE,1.4988826920425071
SPACE,1,0.255885983595031
1,.,0.0119927660110587
.,RET,0.3276555730441089
RET,A,0.0352153539773732
A,R,0.7777667441869317
R,K,0.0749347518145876
K,A,0.039800246163824
A,N,1.327253322877677
N,S,0.2918938421682228
S,A,0.124946747695191
A,S,0.6761572501423097
S,SPACE,1.7417295938399515
SPACE,H,0.6069352224857947
H,I,0.430024977693848
I,G,0.159250156516412
G,H,0.1245381306528199
W,A,0.337172512753821
A,Y,0.1419956643158988
Y,SPACE,0.7204843347377943
1,0,0.0273162296667143
7,SPACE,0.0226632720898768
SPACE,I,1.0232170894312382
I,S,0.6745925638219333
SPACE,A,1.8722426923351263
A,SPACE,0.5299769031554304
SPACE,S,1.0160558676040548
S,T,0.7265993031951309
T,A,0.3456174459711976
A,T,0.8400459459822998
T,E,0.8141400961177462
E,SPACE,2.623131153496012
SPACE,O,1.0273708321535575
O,F,0.6090513414558266
F,SPACE,0.5925930052269575
SPACE,T,2.1724817008981727
T,H,1.942068083319703
H,A,0.4305419750607194
T,SPACE,0.9847505566605772
SPACE,R,0.4931429785371666
R,U,0.0937036037657669
U,N,0.3013099914218171
I,N,1.6306339003008998
SPACE,F,0.689910715818055
F,A,0.0913655934955747
A,U,0.0940846014268944
U,L,0.1644174150595112
L,K,0.0115816710264607
K,N,0.0248013866982144
N,E,0.4309829052187284
E,R,1.3163151054133406
R,SPACE,0.8102638829248311
N,D,0.8340834177844236
D,SPACE,1.5450662921493383
SPACE,C,0.8349265111000114
C,L,0.1117284738487633
L,E,0.5258968870164442
E,B,0.0372108901618132
B,U,0.1227273103934698
U,R,0.3102528037767432
R,N,0.1349970379421379
C,O,0.4984982610894368
O,U,0.4114902195039208
N,T,0.5783697728866843
I,E,0.2441387648061468
E,S,0.7397860066844218
S,.,0.1747489111783602
RET,R,0.0131095627135193
R,O,0.501313209700778
U,T,0.2021624796587454
SPACE,D,0.4585171813180672
D,E,0.5019277456146987
S,C,0.1146015948065882
C,R,0.1003694493643002
R,I,0.5255353321513785
I,P,0.0726948792915802
P,T,0.0583183765499925
N,.,0.0732181370515334
SPACE,B,0.6804004172431775
B,E,0.3257594166988012
E,G,0.0929611885562715
G,I,0.1022280059011081
SPACE,3,0.0284375890285397
6,SPACE,0.0244399816331826
SPACE,N,0.2996036379610826
E,A,0.4473736504239847
H,O,0.2762530583491678
O,L,0.2596018608183675
L,L,0.3561797527338898
L,A,0.4200089229963071
D,.,0.0491319331649916
.,SPACE,0.5346890941623248
H,E,1.7931749575862457
N,O,0.2156451255982698
O,R,0.8205218272270531
R,T,0.2541031946670176
H,SPACE,0.4190258103407334
T,O,0.6169129096496624
O,SPACE,0.5572793262523571
SPACE,M,0.5556823080913386
M,E,0.4706713069322692
E,E,0.1992653407621578
E,T,0.2362649005261981
SPACE,2,0.1692105542597046
5,SPACE,0.0292923542634328
2,2,0.0116853763415708
E,F,0.0806410158461999
F,O,0.3234478336512498
R,E,1.023457506002253
SPACE,E,0.3570319089515264
E,N,0.7978964857540841
N,G,0.6120506252505049
G,SPACE,0.430829734684103
SPACE,Q,0.024015086320465
Q,U,0.0698982999093915
U,I,0.0646684873688181
I,T,0.6461025697482137
T,M,0.0151265702361463
M,A,0.3932092475380305
T,Y,0.138450502956154
Y,.,0.0607379779052956
N,",",0.0766570527372605
",",SPACE,0.943701720972833
A,L,0.7301070707214226
L,S,0.1085478071797487
S,O,0.2558169944377688
T,S,0.1962643093004178
1,2,0.0191254384484551
4,",",0.0135764769357356
SPACE,W,0.8336157046286934
W,H,0.1611172017218055
I,C,0.4413919915134506
C,H,0.401880459948226
L,O,0.2536612159087715
O,W,0.1791221920919746
W,S,0.0235242852345156
W,N,0.0592393658831893
A,F,0.0714084090840969
F,T,0.0666840717911234
B,R,0.0994835007556913
A,K,0.0669876228347435
K,I,0.0723160974226203
H,",",0.0181563695460562
E,U,0.0304089637158511
N,I,0.2699040398222558
W,I,0.2293750789103666
SPACE,J,0.1241216865586795
J,U,0.0460778912162682
U,S,0.2608313695629742
S,P,0.1135240082629913
P,R,0.2515256666260139
G,S,0.0328621577287481
D,S,0.0712714980948137
1,1,0.0175734851309573
0,SPACE,0.0561807987251096
RET,S,0.025262221535723
S,E,0.5172106946028623
E,C,0.2878197056805657
2,.,0.0117332124857179
SPACE,P,0.6334234948820096
P,U,0.0720013238597966
S,K,0.0286958567702565
I,SPACE,0.0675939072634655
R,S,0.2761817410497126
SPACE,4,0.0197702901442289
SPACE,L,0.3761654116351379
L,I,0.4050112744143045
T,T,0.1018663074776767
T,L,0.0616269849312626
O,C,0.1204307822493217
C,K,0.0976255746273592
K,SPACE,0.1148352391677386
H,R,0.0561564312529345
U,G,0.0774421172647305
O,M,0.3373233239379131
S,U,0.1567684068720597
U,B,0.0690101043002746
R,B,0.0242699585947475
B,S,0.0228470767314273
SPACE,U,0.1814913919775508
I,L,0.3114977356831699
L,SPACE,0.4722390079783269
R,M,0.117100427896469
M,I,0.2155802809086112
N,A,0.3147883743020445
SPACE,6,0.0144496051581131
B,SPACE,0.0207984988516635
SPACE,V,0.1297884782813688
V,I,0.1973096264200533
I,A,0.2435367247117176
A,.,0.0348091774272205
RET,RET,0.0417417107777073
S,H,0.2271952013009216
A,G,0.1459262049877617
G,A,0.1411622268608271
U,SPACE,0.0215607500823097
O,G,0.0631209094606427
G,U,0.0756010748485485
U,C,0.1015349872527792
:,RET,0.0541314718451765
RET,B,0.0175701395968676
B,I,0.0769984407727673
G,R,0.1238498931222385
R,A,0.4969321766354111
A,P,0.1225594095221812
P,H,0.0613856570767086
H,Y,0.0257065034694898
B,O,0.1366272680189975
A,M,0.2834938926526818
M,U,0.0765197672478927
A,I,0.2076218545095466
S,S,0.2045142215987085
L,Y,0.2211303347132443
SPACE,K,0.1024089268920068
A,Z,0.0186584430845538
Z,A,0.021820259915974
A,W,0.0467754537989577
A,",",0.0373867179515604
I,K,0.0272836356760129
F,E,0.1419561795236397
T,U,0.1494851791589624
E,",",0.100256244230376
J,A,0.0437921112245497
P,A,0.2214421996587438
U,D,0.0749708099310721
D,I,0.3103670263025642
E,D,0.8644278676190241
E,L,0.3415325862977831
T,R,0.2750434355590564
C,A,0.3641429977007104
O,K,0.0402777712217723
Y,O,0.0357392296624661
I,M,0.1588752632066644
M,P,0.1395775609609343
P,E,0.2643583114936004
I,V,0.181350729745753
V,E,0.4485533256906596
S,I,0.360637988991709
I,R,0.2186791130674598
B,Y,0.1293169452247751
E,M,0.215774565310864
1,8,0.0484668584646463
9,8,0.0247165312206988
G,N,0.0470484643606739
N,SQT,0.0248017424732948
SQT,S,0.1046730046038193
F,I,0.2010850366735143
M,M,0.0694642855196125
R,C,0.0889460607986204
C,I,0.1784802677385293
O,D,0.1035201373015379
D,U,0.1115041857480613
P,L,0.1525609296292598
I,U,0.0145579293076006
U,M,0.0969082446818678
M,SPACE,0.2329083436507555
I,D,0.1664914589450318
D,A,0.1289134962835723
1,9,0.1554551474251871
9,0,0.0140230682866911
6,",",0.0128091012955976
T,W,0.0595095427275982
W,O,0.1383486014831184
SPACE,G,0.2577807792566978
G,E,0.2475617829632802
S,",",0.1541244674827098
F,R,0.1496259849491259
N,K,0.0319182801987106
O,",",0.0145420068123345
N,V,0.027733815986113
E,W,0.0802342900292564
W,SPACE,0.0896884323164393
C,E,0.3688236807671488
C,Y,0.0220340682559737
Y,A,0.0310639144305745
I,Z,0.0378641805928279
Z,E,0.0364445631219123
R,.,0.0539004989179633
L,D,0.1331447730067522
W,E,0.1939695288233314
N,Y,0.051177427660725
Y,",",0.0599703775651069
U,P,0.0811244954554943
P,P,0.073513530234976
P,O,0.2085476873771717
A,C,0.2686713540685975
U,A,0.0924029899384197
N,C,0.2395089014011966
O,B,0.0499606893690051
H,T,0.061522349607609
O,T,0.2091904668391437
R,",",0.0629349077519288
R,G,0.0733548607907742
R,-,0.0136063870091637
A,D,0.2429787632772527
M,S,0.0471322649962843
K,E,0.1256505706709624
F,U,0.0429863430840662
U,K,0.0126502570846897
RET,I,0.0387215049116328
E,V,0.1375588369795859
O,P,0.1487291259047173
P,SPACE,0.0795451349734675
D,R,0.0588432633853139
O,E,0.0186663075863317
C,SPACE,0.0958965451864985
G,O,0.075929336656088
O,S,0.1682530574099216
L,T,0.0765157600969869
SPACE,8,0.0106616179434755
0,0,0.086333192432961
E,X,0.0921043011542321
D,",",0.0475841055900931
A,B,0.1113211675566886
B,L,0.1111980881038655
I,",",0.0109603504193397
M,O,0.1957733521727664
R,P,0.0244749724244259
L,U,0.0947554683952158
RET,W,0.0104949591641343
L,P,0.0132167321544125
SPACE,DQT,0.1714691080952683
R,Y,0.1594706247162505
DQT,SPACE,0.106488780747623
SPACE,(,0.1297766815287021
T,.,0.0540704907480579
R,DQT,0.010428129624027
),SPACE,0.0664993246576932
E,Q,0.0210149349339239
U,E,0.0965026423651782
B,B,0.0107942346651213
DQT,.,0.0286613653124594
E,I,0.1066156114429607
N,U,0.0632921808326932
SQT,SPACE,0.0137824457406298
E,P,0.1070624399773032
-,C,0.0126998221708942
H,N,0.0217663631121235
G,Y,0.0165386727386965
9,1,0.0127676254112217
1,4,0.0167080216769791
DQT,",",0.032609813330037
N,N,0.0768455074215289
H,U,0.0510847700981124
9,2,0.0135195841312078
2,1,0.0128021293523549
1,SPACE,0.0320559901215076
S,Y,0.0296367944746295
Y,N,0.0135328164675325
E,.,0.0990304367949393
P,I,0.0976331832207458
F,F,0.0732542326180264
T,",",0.0511633402158738
C,C,0.0492043552396966
V,A,0.0910642894524626
D,O,0.0989993782545849
I,F,0.082579084992649
I,B,0.0519557823950116
D,Y,0.0243245045320781
2,SPACE,0.0299342973418824
U,F,0.0103116663393662
G,T,0.0107866011050623
G,L,0.0411146728026271
A,H,0.0221329050699832
D,V,0.0109141308672247
M,Y,0.0223493224272394
DQT,C,0.0113002342128397
J,O,0.0505490602103443
SPACE,Y,0.0685912946139327
K,O,0.021714232700339
M,B,0.0927784762066346
X,P,0.0242952248671258
R,R,0.082603121656416
E,O,0.0493602471416038
9,4,0.0174216752799728
0,",",0.0194866250551042
V,O,0.0440673188534292
L,V,0.0187840941046249
9,SPACE,0.0228488306401571
Y,E,0.0774528966255006
I,X,0.0166494935554151
X,E,0.0112556936694377
4,SPACE,0.0253557466901984
9,3,0.0144731424884338
1,",",0.0182469423915309
O,O,0.1264181335611427
P,S,0.0339796285313612
R,D,0.1398575497075613
2,",",0.0155536189243507
O,V,0.1339820428460236
(,1,0.0152322853683774
-,SPACE,0.0100461520210113
5,",",0.0139197499550018
B,A,0.1565992451838194
RET,C,0.0215200294397712
Y,I,0.0182214514191018
A,V,0.1001440190383399
8,SPACE,0.024918405491334
R,L,0.0719895895238106
DQT,B,0.0103290993183071
O,A,0.0554340205896279
A,E,0.0194909005977374
O,I,0.0516615564034995
S,F,0.0108797517594531
F,L,0.0412331895960855
8,",",0.0132984543145531
O,Y,0.0251891628108742
L,F,0.021591883522681
DQT,T,0.0258009648741768
A,DQT,0.0125123599118503
E,DQT,0.0241001477730271
2,0,0.1442693666798871
0,1,0.0661291937406889
RET,T,0.071206004271675
T,B,0.0138718701191782
0,.,0.0138144280478596
N,F,0.032582799390597
E,Y,0.0751035639694156
X,A,0.0125578741554724
K,L,0.0107421417033452
S,L,0.04011809686901
SPACE,7,0.0117203920994864
RET,M,0.0164339500316898
C,S,0.0207869954573964
L,.,0.0251598332125773
9,9,0.0312332571271891
O,.,0.0128333127260708
SPACE,5,0.0170319455252047
N,L,0.0302842863960001
N,-,0.0177213876977251
),",",0.0289861505108797
:,SPACE,0.0213777381326051
%,SPACE,0.013660595896418
E,-,0.0245991753775029
S,M,0.0342596360029924
R,V,0.0495820011250664
C,U,0.0864158071516368
9,6,0.01989321355535
M,.,0.0216311248898852
9,7,0.022012952692867
H,.,0.0162850175896891
Y,S,0.0426676934453663
E,H,0.0179795555727527
9,5,0.0168474293334933
3,0,0.0115549442037523
G,.,0.018877026300633
C,.,0.0108656393479295
RET,L,0.0117632224258352
S,:,0.0132776508348503
RET,P,0.0185551122695284
L,-,0.0116785729233662
L,M,0.0317114125936132
S,W,0.0156720857844644
L,B,0.0223240124631845
A,J,0.0148423496385627
L,",",0.0274991979247424
7,",",0.012761302601459
5,0,0.012363864386615
D,-,0.0110726567530607
K,S,0.0361890167474773
D,D,0.0268227259384873
K,",",0.0129089804681761
K,.,0.0115242351968103
E,K,0.018389402223735
D,L,0.0169776118045888
G,G,0.0134307402277907
X,SPACE,0.0222822993954216
N,H,0.0100185076730954
),.,0.0258706343732595
1,7,0.0217695900545196
1,5,0.0198726035673577
T,DQT,0.0106756929049906
T,-,0.0151184435843092
Y,L,0.0182715033554164
DQT,S,0.0162768659711797
-,T,0.011216408610557
SPACE,RET,0.0108083033849683
S,DQT,0.0279683404224624
W,R,0.0235140613822044
X,T,0.0227437771247423
RET,E,0.0124523400316156
D,G,0.0169897456073317
J,E,0.0293122027679197
N,DQT,0.0142789829195426
RET,F,0.0133756512653374
1,3,0.0162612493176494
3,SPACE,0.0255911137517383
N,M,0.0195700262239577
O,X,0.0134920895833258
O,-,0.0128873156382786
O,H,0.0196375485892216
R,F,0.0219003155507378
V,SPACE,0.0102342634135354
DQT,M,0.0101018963586128
DQT,A,0.0136650087557489
9,",",0.0128831274789985
T,C,0.0250957624897603
X,I,0.0207902473664649
;,SPACE,0.0259948935013493
H,L,0.0128240500906436
RET,O,0.0163916502471276
RET,D,0.015189973100479
S,),0.0122321402235044
Y,P,0.0137861220831275
SPACE,Z,0.0150047391169388
RET,H,0.0214092647980653
0,S,0.0116493619167628
A,X,0.0104562046470403
I,I,0.0128276952248009
-,S,0.0166509790724175
G,",",0.0196028261897057
M,",",0.0189089898828586
Z,I,0.0151281306531657
Y,M,0.0162044688631471
0,2,0.0240194180381109
Y,SQT,0.0101341845075784
3,",",0.0138218244245316
S,SQT,0.0112753549238823
R,SQT,0.0113556789503735
E,SQT,0.0138514785895685
.,DQT,0.0144500171082062
D,M,0.0126243541621674
1,6,0.0196986857280422
K,H,0.0102676251294104
H,S,0.010183593552081
