A,C,K,0.0369923268784292
C,K,A,0.0197251697593605
K,A,G,0.0218931063737794
A,G,E,0.1065953059286806
G,E,SPACE,0.0296946247538361
E,SPACE,C,0.0326335529107068
SPACE,C,O,0.3161447003033737
C,O,M,0.2824500798243421
O,M,.,0.1874959828287206
M,.,M,0.1613280718631293
.,M,O,0.2082440522582647
M,O,V,0.1695647042819954
O,V,E,0.2167402263844909
V,E,S,0.1631219630757646
E,S,O,0.2597630811692262
S,O,L,0.253045531096379
O,L,.,0.1708929471373084
L,.,K,0.090595323027899
.,K,A,0.0980380631654286
K,A,R,0.1464883930658394
A,R,T,0.1884349131229936
R,T,O,0.1532593781960843
T,O,.,0.0939159301661815
O,.,M,0.0389465232632575
M,O,D,0.0989998941985863
O,D,E,0.1457632030011571
D,E,L,0.0600533709353287
E,L,.,0.0465724693118648
.,X,R,0.0180381486615205
X,R,E,0.1588929599617221
R,E,F,0.229839449026543
E,F,.,0.0232976850253747
.,D,E,0.0165343334747581
D,E,T,0.0348091231047539
E,T,A,0.066900691861856
T,A,I,0.0583663498374887
A,I,L,0.0510610141332673
I,L,;,0.012641207864358
L,;,RET,0.037534311032034
;,RET,RET,0.097595315546991
RET,RET,I,0.0391907978113611
RET,I,M,0.2542058351998708
I,M,P,0.2803813797450903
M,P,O,0.2831981706279092
P,O,R,0.2739844400166289
O,R,T,0.2847325201331845
R,T,SPACE,0.2606485764061015
T,SPACE,C,0.1773127876046544
M,.,F,0.0132747949735015
.,F,A,0.074259462623475
F,A,S,0.0131450241198215
A,S,T,0.0541144459845615
S,T,E,0.0564350541915451
T,E,R,0.2062516879752953
E,R,X,0.0129312838902309
R,X,M,0.0125877728069603
X,M,L,0.0141450230511204
M,L,.,0.0129618182087438
L,.,J,0.0206946343721464
.,J,A,0.0205114284610688
J,A,C,0.0127938794569227
C,K,S,0.0141221223122356
K,S,O,0.012641207864358
S,O,N,0.1151449151123044
O,N,.,0.0776716727172963
N,.,A,0.0144656333955062
.,A,N,0.0243053175363018
A,N,N,0.0617403920331688
N,N,O,0.0212595192646359
N,O,T,0.0521297152812203
O,T,A,0.0332747735994786
T,A,T,0.1457174015233877
A,T,I,0.2141142749923778
T,I,O,0.3610377820970267
I,O,N,0.3891446222881899
N,.,J,0.0150763197657651
.,J,S,0.0212137177868664
J,S,O,0.1001830990409628
O,N,C,0.0162671581877698
C,R,E,0.0302900439648385
R,E,A,0.108518967994996
E,A,T,0.0209847103980194
A,T,O,0.0419159857386411
T,O,R,0.1576486864823197
O,R,;,0.0122060938255485
R,;,RET,0.0658014563953901
;,RET,I,0.2150074038088814
O,N,I,0.012900749571718
I,G,N,0.0179618128652381
G,N,O,0.0108702173906073
N,O,R,0.0112595299516473
O,R,E,0.0627327573848394
R,E,P,0.026969436826556
E,P,R,0.0143892975992239
P,R,O,0.155259376058682
R,O,P,0.0615495525424629
O,P,E,0.0667861881674325
P,E,R,0.1494196876430819
E,R,T,0.095847225812125
R,T,I,0.0187099036688052
T,I,E,0.0190228804335628
I,E,S,0.0279618021782266
S,;,RET,0.0430686562625047
N,I,N,0.0122060938255485
I,N,C,0.0342747725307774
N,C,L,0.0296182889575537
C,L,U,0.0310763026665467
L,U,D,0.0285801221281137
U,D,E,0.0267938644951066
E,;,RET,0.1323357364350908
O,N,P,0.0409923226036247
N,P,R,0.0385495771225893
R,T,Y,0.045702241234246
Y,;,RET,0.0250992098176383
D,E,C,0.0122900632014591
E,C,O,0.0366488157951586
C,O,R,0.0422442296626553
R,A,T,0.0525877300589144
O,R,.,0.0354503437935257
T,A,R,0.064015198762383
A,R,G,0.0397175148057093
R,G,E,0.0362824039730033
G,E,T,0.3887629433067781
E,T,X,0.0240076079308006
T,X,R,0.0301755402704149
U,P,L,0.0109847210850309
P,L,I,0.0105190727277085
L,I,C,0.1555418185049268
I,C,A,0.0372976700635587
C,A,T,0.1025342415664593
A,T,E,0.1646334118421552
O,.,U,0.0112213620535062
.,U,T,0.0616106211794888
U,T,I,0.14735098756383
T,I,L,0.1292746710041684
I,L,.,0.0910686049648496
J,A,V,0.0741678596679362
A,V,A,0.0758854150842892
V,A,.,0.0591068070614275
.,C,O,0.129587647768926
C,O,L,0.0625877193719029
O,L,L,0.0415572074961141
L,L,E,0.0551068113362321
L,E,C,0.0559999401527357
E,C,T,0.2023814631037798
C,T,I,0.1355342062993215
O,N,U,0.0124732691125368
N,U,T,0.010374034714772
@,J,S,0.0367785866488386
E,S,(,0.0283358475800102
T,R,U,0.0548243688899874
R,U,E,0.0242671496381606
U,E,),0.0110763240405697
D,E,(,0.0320381336997044
D,E,.,0.0288778317336149
E,.,I,0.0172900578579534
.,I,N,0.0405572085648152
E,M,P,0.0289541675298972
M,P,T,0.0153434950527533
P,T,Y,0.0151831898805604
RET,P,U,0.0175572331449416
P,U,B,0.1496334278726725
U,B,L,0.1514578534038207
B,L,I,0.1504578544725219
I,C,SPACE,0.1845646882514782
C,SPACE,C,0.0208931074424805
SPACE,C,L,0.0293892815687067
C,L,A,0.099442641817024
L,A,S,0.0970151634952451
A,S,S,0.1031143936182052
S,S,SPACE,0.0264808877303489
SPACE,X,R,0.0300076015185937
T,E,SPACE,0.0911983758185296
E,SPACE,{,0.0316946226164338
SPACE,{,RET,0.3875186698273757
{,RET,SPACE,0.3592744252029043
RET,SPACE,SPACE,1.8607995380768296
SPACE,SPACE,SPACE,11.919170468062095
SPACE,SPACE,RET,0.0734426696032538
SPACE,RET,SPACE,0.1018853872980593
SPACE,SPACE,@,0.0868090675322942
SPACE,@,J,0.030274776805582
T,Y,(,0.0472289571598931
Y,(,DQT,0.0295114188427584
(,DQT,L,0.0425572064274129
DQT,L,I,0.0424121684144765
L,I,B,0.1358929845418486
I,B,R,0.0912899787740684
B,R,A,0.0961754697361392
R,A,R,0.0956105848436497
A,R,Y,0.0950533335307886
DQT,),RET,0.0192366206631534
),RET,SPACE,0.0685648122208113
SPACE,SPACE,P,0.2246944163571123
SPACE,P,R,0.1355418398789497
P,R,I,0.0976029491266192
R,I,V,0.0781678553931316
I,V,A,0.0895418890392025
V,A,T,0.0770838870859222
E,SPACE,F,0.0414198030628058
SPACE,F,I,0.3304194942081741
F,I,N,0.384060658255785
I,N,A,0.3691599108214694
N,A,L,0.3840530246761568
A,L,SPACE,0.3622744219968009
L,SPACE,S,0.121030405005674
SPACE,S,T,0.2392287519692727
S,T,R,0.3231981278798633
T,R,I,0.2474882851270235
R,I,N,0.2433356178092634
I,N,G,0.3340607116908424
N,G,SPACE,0.1458090044789265
SPACE,L,I,0.1222136098480505
R,Y,;,0.0131144898013086
;,RET,SPACE,0.7417243981571318
E,F,E,0.0498778092908908
F,E,R,0.0528243710273897
E,R,E,0.1667097455010353
R,E,N,0.0758396136065198
E,N,C,0.0783128934060681
N,C,E,0.0978624908339792
E,DQT,),0.017213722061671
G,SPACE,R,0.0109541867665179
SPACE,R,E,0.3645568623056433
C,E,;,0.0192671549816664
T,Y,P,0.072831983232995
Y,P,E,0.070984656962962
T,E,S,0.0417633141460764
S,I,N,0.0395801103724011
I,N,S,0.04369460979202
A,M,E,0.1443280900310488
E,L,I,0.0121450251885227
L,SPACE,I,0.0452671271954365
SPACE,I,N,0.1389845842912839
I,N,T,0.2129921387870272
N,T,E,0.1434120604756605
T,E,G,0.0260839415896807
E,G,E,0.0260763080100525
G,E,R,0.0831602164699976
E,R,SPACE,0.1108548433612361
O,R,D,0.0349694282769468
R,D,E,0.0140534200955815
D,E,R,0.1091907230022807
E,R,;,0.0514579602739355
O,T,I,0.0154045636897792
T,I,N,0.0489617797355025
(,DQT,I,0.0108167823332097
I,T,E,0.2986790701139709
T,E,M,0.3061141766718722
C,O,U,0.0253129500472289
O,U,N,0.0329083617773232
U,N,T,0.0256793618693842
T,DQT,),0.0105648742054779
R,SPACE,I,0.010374034714772
SPACE,I,T,0.1182136141228551
N,T,;,0.0122671624625744
T,;,RET,0.0759846516194562
C,U,R,0.0245572256640336
U,R,R,0.0149847168102263
R,R,E,0.0274274516042501
C,E,S,0.1107021717686713
R,RET,SPACE,0.0103205996573744
SPACE,P,U,0.1284426108246907
T,E,(,0.0187938730447158
DQT,),SPACE,0.016435096939591
),SPACE,F,0.0172900578579534
",",RET,SPACE,0.0439923193975212
C,E,",",0.0106488435813885
E,R,",",0.0217099004627017
E,S,),0.0160839522766922
S,),SPACE,0.0229694411013606
),SPACE,{,0.3119691322467289
SPACE,SPACE,T,0.0984121085672122
SPACE,T,H,0.171725007316786
T,H,I,0.1145189615827891
H,I,S,0.1141525497606338
I,S,.,0.1035724083958994
S,.,R,0.017862576330071
.,R,E,0.0495571989465049
C,E,SPACE,0.0383511040522552
E,SPACE,=,0.0816335005443505
SPACE,=,SPACE,0.3484500092900664
=,SPACE,R,0.014328228962198
S,.,L,0.0114656366016097
.,L,I,0.0334121780327868
R,Y,SPACE,0.0314808823868432
Y,SPACE,=,0.0135114359419768
=,SPACE,L,0.0144809005547627
P,E,SPACE,0.0135954053178874
R,SPACE,=,0.0423358326181941
S,.,I,0.0197328033389888
.,I,T,0.0280839394522784
N,T,SPACE,0.0665953486767266
T,SPACE,=,0.074419767795668
=,SPACE,I,0.017862576330071
E,S,SPACE,0.0312900428961373
S,SPACE,=,0.0561526117453004
=,SPACE,O,0.0139465499807862
SPACE,SPACE,},0.3600454167453562
SPACE,},RET,0.2940149529611189
},RET,RET,0.109167822263396
RET,RET,SPACE,0.1522364785259008
E,(,F,0.0201831845370546
(,F,I,0.1086334716894195
O,N,E,0.0329617968347209
N,E,W,0.2100074091523871
E,W,A,0.0109847210850309
SPACE,SPACE,F,0.1979692540786597
L,SPACE,T,0.0105877749443626
SPACE,T,A,0.0235572267327347
E,SPACE,T,0.0143358625418262
E,R,),0.0274121844449937
R,),SPACE,0.0122824296218309
L,.,G,0.0168778445580287
.,G,E,0.2455569894810799
E,T,R,0.0292747778742831
T,R,E,0.0772976273155127
C,E,(,0.0154350980082922
E,(,),0.1408777120390863
(,),;,0.129618182087439
),;,RET,0.5337475211858552
E,T,L,0.0321373702348715
T,L,I,0.0267938644951066
R,Y,(,0.0117328118885979
Y,(,),0.0246946300973418
P,E,(,0.011541972397892
=,SPACE,C,0.0181679195152005
L,.,S,0.0265495899470031
.,S,I,0.0107251793776708
S,I,Z,0.0245724928232901
I,Z,E,0.0299541664611961
Z,E,(,0.0136259396364003
E,.,G,0.0364045412470551
E,T,T,0.0399083542964152
E,F,S,0.0337633226956856
(,),),0.1302059677188131
),),;,0.1364349686954533
E,R,(,0.0786945723874798
R,(,),0.0375190438727775
C,SPACE,S,0.0486182686522319
G,SPACE,G,0.0172289892209275
SPACE,G,E,0.0853739545621859
(,),SPACE,0.1006334802390287
SPACE,SPACE,R,0.229709678172863
R,E,T,0.1722135564129931
E,T,U,0.1718318774315813
T,U,R,0.2707707029931418
U,R,N,0.1661219598696612
R,N,SPACE,0.1630456272794823
},RET,SPACE,0.1844425509774264
N,SPACE,R,0.0244961570270077
C,SPACE,I,0.0179007442282122
E,T,D,0.0155954031804851
E,T,I,0.0465266678340954
T,I,T,0.0564503213508016
N,T,(,0.0291526406002314
T,(,),0.0533129201235968
N,SPACE,I,0.0180381486615205
E,T,O,0.0143663968603392
S,(,),0.0542213160993568
SPACE,@,O,0.0413052993683823
@,O,V,0.0418854514201282
V,E,R,0.1592975396820186
E,R,R,0.111793773655509
R,R,I,0.0423358326181941
R,I,D,0.0485419328559496
I,D,E,0.068488476424529
D,E,RET,0.0423205654589376
E,RET,SPACE,0.0608701639555499
SPACE,H,A,0.0288320302558455
H,A,S,0.0685495450615548
A,S,H,0.0599159665020205
S,H,C,0.017732805476391
H,C,O,0.0183434918466499
C,O,D,0.0434732359828012
R,I,M,0.0216335646664194
I,M,E,0.0407633152147776
M,E,SPACE,0.0433663658680059
1,;,RET,0.0104885384091955
SPACE,SPACE,I,0.1514883877223337
T,SPACE,R,0.0108702173906073
R,E,S,0.4389460957827984
E,S,U,0.2028242107222175
S,U,L,0.201121922465121
U,L,T,0.2297783803895171
L,T,SPACE,0.066351074128623
=,SPACE,P,0.0250305076009842
E,SPACE,*,0.0119770864367015
SPACE,*,SPACE,0.1010456935389534
*,SPACE,R,0.014977083230598
T,SPACE,+,0.0133282300308992
SPACE,+,SPACE,0.0399312550352999
+,SPACE,(,0.011442735862725
SPACE,(,(,0.0131908255975909
(,L,I,0.0215266945516241
SPACE,=,=,0.0563510848156345
=,=,SPACE,0.0562976497582369
=,SPACE,N,0.1587402883691574
SPACE,N,U,0.1337784829848273
N,U,L,0.1420914511999758
U,L,L,0.1458013708992983
L,L,),0.0890228056244825
L,),SPACE,0.0700838945668302
),SPACE,?,0.011572506716405
SPACE,?,SPACE,0.0151221212435345
?,SPACE,0,0.0108778509702356
SPACE,0,SPACE,0.0117786133663673
0,SPACE,:,0.0108702173906073
SPACE,:,SPACE,0.0348167566843821
R,Y,.,0.0697556506428161
.,H,A,0.0277022604708666
(,R,E,0.026320582558156
C,E,.,0.0695571775724819
P,E,.,0.0112366292127626
L,T,;,0.0204961613018123
C,SPACE,B,0.0133969322475533
SPACE,B,O,0.0327480566051303
B,O,O,0.0347862223658692
O,O,L,0.0365266785211069
O,L,E,0.0441755253085989
L,E,A,0.0522365853960156
E,A,N,0.0393434694039258
A,N,SPACE,0.0323663776237185
N,SPACE,E,0.02314501343281
SPACE,E,Q,0.0134732680438356
E,Q,U,0.1033739353255653
Q,U,A,0.0555037574769004
U,A,L,0.0506182665148296
A,L,S,0.0900151709761531
L,S,(,0.0347938559454974
S,(,O,0.0132366270753603
(,O,B,0.0128167801958074
O,B,J,0.0976869185025298
B,J,E,0.0736258755143315
J,E,C,0.098893024083791
C,T,SPACE,0.0264885213099772
T,SPACE,O,0.0350762983917421
SPACE,O,B,0.0461831567508248
SPACE,I,F,0.1563967794232891
I,F,SPACE,0.1582212049544374
F,SPACE,(,0.1536563243367526
SPACE,(,T,0.0165877685321557
(,T,H,0.0201755509574264
I,S,SPACE,0.0122595288829462
N,SPACE,T,0.0362900375526316
SPACE,T,R,0.0382366003578316
U,E,;,0.0165725013728992
SPACE,(,O,0.018832040942857
L,),RET,0.0107404465369273
N,SPACE,F,0.0467709423821989
SPACE,F,A,0.0590610055836581
F,A,L,0.0484655970596672
L,S,E,0.1060609553547042
S,E,;,0.0381678981411775
(,G,E,0.0149236481732004
E,T,C,0.0291450070206031
T,C,L,0.0135725045790027
S,S,(,0.0244350883899818
),SPACE,!,0.0110457897220567
SPACE,!,=,0.0519694101090273
!,=,SPACE,0.0519617765293991
),),RET,0.0201602837981699
SPACE,O,T,0.010763347275812
O,T,H,0.0350915655509986
T,H,E,0.1079769838413913
H,E,R,0.0499236107686602
=,SPACE,(,0.0147786101602639
E,),SPACE,0.0423510997774506
(,O,T,0.0223892890496147
E,R,.,0.1578929610304233
SPACE,},SPACE,0.0503892591259826
},SPACE,E,0.0370228611969422
SPACE,E,L,0.0510228462351261
E,L,S,0.0575571903968957
S,E,SPACE,0.0650915334899642
E,SPACE,I,0.0438701821234694
SPACE,(,!,0.0220534115459723
.,E,Q,0.027488520241276
E,.,E,0.0117786133663673
C,E,),0.0117786133663673
E,),),0.0171297526857604
G,SPACE,T,0.0170763176283628
SPACE,T,O,0.0358854578323351
T,O,S,0.0403205675963399
O,S,T,0.0370304947765704
N,G,(,0.0389159889447446
G,(,),0.0239083713956336
SPACE,SPACE,S,0.0482594904097049
N,G,B,0.0175648667245699
G,B,U,0.0198320398741558
B,U,I,0.0633587109143547
U,I,L,0.0633739780736112
I,L,D,0.0675113782321148
L,D,E,0.0661755017971736
SPACE,B,U,0.0195266966890264
