A,C,0.3189843919250773
C,K,0.0598090963872252
K,A,0.1716486715205037
A,G,0.1385265695135898
G,E,0.6082207240389209
E,SPACE,0.459839203225279
SPACE,C,0.4314575541674993
C,O,0.7807090893185304
O,M,0.3343355205574589
M,.,0.2311524247225995
.,M,0.2411905819337292
M,O,0.2874348073215799
O,V,0.2210150309763027
V,E,0.3826942475023309
E,S,1.015586700899709
S,O,0.5289994346570928
O,L,0.4916941310139058
L,.,0.3485110779270923
.,K,0.1007632510927087
A,R,0.5754497666949058
R,T,0.5739230507692588
T,O,0.450892647900987
O,.,0.1302136012984413
O,D,0.1947478834755443
D,E,0.5580681058814135
E,L,0.3495874126546735
.,X,0.0189999796946781
X,R,0.1591601352487104
R,E,1.3138611912933833
E,F,0.2932439614186672
F,.,0.0351602677676527
.,D,0.0411831620943305
E,T,0.8442586397235912
T,A,0.5480223150906556
A,I,0.0927479924830614
I,L,0.4179079503273813
L,;,0.0378549213764199
;,RET,1.0854339544980638
RET,RET,0.2256715145495264
RET,I,0.254213468779499
I,M,0.3478622236586923
M,P,0.3858240151499075
P,O,0.4301445784714428
O,R,0.7545106440344262
T,SPACE,0.4986864899533695
.,F,0.1265876509750295
F,A,0.1818089660056852
A,S,0.3034576909612463
S,T,0.9139150538312402
T,E,0.9334417505202666
E,R,1.2313116611936443
R,X,0.0130839554827956
X,M,0.0149999839694827
M,L,0.0287633280391914
.,J,0.0573587173265616
J,A,0.0874884561192072
K,S,0.0297709605501184
O,N,0.7752281791454574
N,.,0.0867556324748966
.,A,0.2261829643846182
A,N,0.2740073407555137
N,N,0.0800380824020493
N,O,0.1271372687082624
O,T,0.1158701051769868
A,T,0.7560449935397016
T,I,0.82406018802728
I,O,0.4644346181614768
J,S,0.1010914950167228
N,C,0.1835646893201793
C,R,0.0619541322627594
E,A,0.2116409951928295
R,;,0.0659006929305571
N,I,0.0933128773755509
I,G,0.0955189818881109
G,N,0.0198015055556429
E,P,0.1221143733128834
P,R,0.2932897628964366
R,O,0.3089309675546912
O,P,0.1279693288877401
P,E,0.3436942891816756
I,E,0.1306029138594813
S,;,0.0435877396772247
I,N,1.238494859623814
C,L,0.1946028454626079
L,U,0.1482364828007054
U,D,0.0336106511031209
E,;,0.1333586361052744
N,P,0.0494579624113378
T,Y,0.2271905968955453
Y,;,0.0253587515249983
E,C,0.3153355408627807
R,A,0.3919308788524959
R,.,0.1988547493155351
.,T,0.0693739716614043
R,G,0.0688014531892866
T,X,0.0682060339782843
D,U,0.0340304979826739
U,P,0.0565342907267122
P,L,0.0630304669903406
L,I,0.5643963433932208
I,C,0.3877095093180816
C,A,0.3026408979410251
.,U,0.0746640423437715
U,T,0.280404280483975
A,V,0.0841067803438988
V,A,0.2674577294344876
A,.,0.0727403802774561
.,C,0.2012593268984292
L,L,0.2869462582253729
L,E,0.5307627915512151
C,T,0.3885721038160722
N,U,0.1764349259474074
@,J,0.0367862202284669
S,(,0.1448700741846535
(,I,0.0684045070486184
E,U,0.0234808909364524
U,N,0.1169693406434527
N,K,0.0208549395443394
O,W,0.0354732445324104
T,R,0.4610682095454249
R,U,0.1138777408940173
U,E,0.1518624331241172
E,),0.123137272983067
),RET,0.0772823601562563
E,(,0.253274538485226
(,J,0.0130228868457697
E,.,0.265946280668097
.,I,0.1184197207728175
.,N,0.0515266624905897
E,M,0.357320228818076
P,T,0.1190609414615892
Y,),0.0195953989056805
RET,P,0.0175954010430828
P,U,0.1869616322547441
U,B,0.1839082004034499
B,L,0.2479310327454612
C,SPACE,0.1893585762580101
L,A,0.1750761487735814
S,S,0.3012897543468274
S,SPACE,0.1715036335075672
SPACE,X,0.0318014927312291
SPACE,{,0.4150148236482801
{,RET,0.3875797384644016
RET,SPACE,1.870799527389818
SPACE,SPACE,13.833496666492112
SPACE,RET,0.1084044643005725
SPACE,@,0.1172136151915562
Y,(,0.0838090707383976
(,DQT,0.2079310754935071
DQT,L,0.0468549117581095
I,B,0.1422746571110534
B,R,0.1136105656070291
R,Y,0.2307631121615595
DQT,),0.1837631623905134
SPACE,P,0.3678087672272717
R,I,0.4998238933179766
I,V,0.1655036399197741
SPACE,F,0.4822284922748937
F,I,0.7113427512367544
N,A,0.5797780063441154
A,L,0.738655699146581
L,SPACE,0.4031217065874891
SPACE,S,0.4841521543412091
N,G,0.3890148514345099
G,SPACE,0.1546257889495385
SPACE,L,0.2055722993883823
DQT,R,0.0120228879144709
F,E,0.0611831407203076
E,N,0.5642131374821432
C,E,0.5189307431274501
E,DQT,0.0328014916625279
SPACE,R,0.4161522270128872
Y,P,0.0794731975095599
DQT,D,0.0166335700099251
S,I,0.1553586125938491
N,S,0.1380990890544086
S,A,0.0796182355224963
A,M,0.2546638499775649
M,E,0.3502820684008429
SPACE,I,0.4949078680373929
N,T,0.533739887606227
E,G,0.0535648282513285
R,SPACE,0.1773509555027956
SPACE,D,0.1119693459869584
Y,O,0.0118549491626497
R,D,0.0523129211922979
R,DQT,0.0105572406258497
S,N,0.0120457886533556
DQT,I,0.0182289881522264
I,T,0.5324727133879399
O,U,0.1926257483388949
T,DQT,0.02236638831073
T,;,0.0765037350341763
O,C,0.142747939048004
C,C,0.1015266090555323
C,U,0.0464350648785566
U,R,0.442465175991415
R,R,0.163686847968254
S,DQT,0.0207404358499158
SPACE,O,0.129038030035693
R,RET,0.0104122026129132
),SPACE,0.4215109999119085
Y,",",0.0187938730447158
",",RET,0.0489923140540155
E,",",0.0728167160737385
R,",",0.0300763037352479
T,",",0.0355495803286927
S,),0.072541907207122
SPACE,T,0.3276256040642399
T,H,0.3700912075361141
H,I,0.1312975696056508
I,S,0.3627553375133797
S,.,0.314144702440776
.,R,0.0657174870194795
SPACE,=,0.4052972767815362
=,SPACE,0.4592819519124178
.,L,0.0627098566459547
Y,SPACE,0.0644274120623077
.,O,0.0229236396235912
SPACE,},0.3621064832449797
},RET,0.3199614901174915
(,F,0.118923537028281
L,O,0.1979997883971727
N,E,0.4065568174201951
E,W,0.2319081491057948
W,A,0.0350915655509986
A,Y,0.0382671346763446
L,",",0.025412186582396
R,),0.0339465286067633
.,G,0.2652287241830429
(,),0.4710529316991569
),;,0.5385414091923871
T,L,0.0495724661057614
.,S,0.2191906054451544
I,Z,0.0344656120214833
Z,E,0.0431907935365565
(,T,0.0531755156902885
T,T,0.1105113322779655
F,S,0.0529923097792109
),),0.2850683976368269
R,(,0.1024960736683182
SPACE,0,0.0258549342008336
SPACE,G,0.1102136226724643
T,U,0.3413126123376662
R,N,0.1912288032669278
N,SPACE,0.3105721871747618
T,D,0.0348930924806645
T,(,0.183717360912744
@,O,0.0421449931274882
I,D,0.1773127876046544
E,RET,0.0619541322627594
SPACE,H,0.0573587173265616
H,A,0.1102212562520925
S,H,0.0937479914143603
H,C,0.0194274601538593
SPACE,3,0.0201068487407723
1,;,0.0108396830720944
S,U,0.2753432171904549
U,L,0.4264422923517486
L,T,0.2904958727525024
SPACE,1,0.0497251376983261
SPACE,*,0.1449769442994488
*,SPACE,0.1223357471221023
SPACE,+,0.0411068262980482
+,SPACE,0.040030491570467
SPACE,(,0.2263509031364394
(,(,0.0207557030091723
(,L,0.0351450006083962
=,=,0.0582671133023216
SPACE,N,0.299656168306385
L,),0.1018853872980593
SPACE,?,0.0163740283025651
?,SPACE,0.0180839501392899
0,SPACE,0.013160291279078
SPACE,:,0.0361297323804386
:,SPACE,0.0452442264565518
Y,.,0.0976411170247604
.,H,0.0359541600489892
(,R,0.0378014863190222
(,X,0.0102671645999767
SPACE,B,0.0795342661465857
B,O,0.1591372345098257
O,O,0.0558854364583121
SPACE,E,0.2274272378640206
E,Q,0.106801412578643
Q,U,0.1278929930914577
U,A,0.0801754868353575
L,S,0.2021142878167916
(,O,0.0407633152147776
O,B,0.2182898430490226
B,J,0.0977479871395557
J,E,0.1003281370538993
J,),0.0100839586888991
I,F,0.1991753596599209
F,SPACE,0.2121982465056907
S,E,0.6291596329591709
(,G,0.0207099015314029
T,C,0.0781449546542469
SPACE,!,0.0572671143710228
!,=,0.051992310847912
J,.,0.0138015119678498
H,E,0.2332821934388772
},SPACE,0.060190775368637
(,!,0.0221679152403959
.,E,0.0946563873901203
O,S,0.0865342586656777
G,(,0.0454274323676295
G,B,0.0202518867537088
B,U,0.0847403674530424
U,I,0.0824808278830847
L,D,0.1752746218439156
W,SPACE,0.1866639226492429
A,P,0.2154883193254602
P,P,0.1262746742102718
N,D,0.2777706955122338
D,(,0.180442555252231
=,DQT,0.0223358539922171
),.,0.1223357471221023
DQT,",",0.2078852740157377
",",SPACE,0.7510297317239508
SPACE,.,0.0289159996317561
(,D,0.025511423117563
T,),0.0483434597856154
G,.,0.0486488029707449
F,O,0.1116869035407137
R,M,0.0315419510238691
M,A,0.1588776928024657
DQT,N,0.0123434982588568
O,SPACE,0.0280763058726502
SPACE,W,0.0394579730983493
W,I,0.0203663904481323
H,SPACE,0.0472518578987778
S,",",0.0488778103595919
SPACE,A,0.1519082346018866
D,SPACE,0.1098014093725396
D,.,0.0291679077594878
RET,},0.018152652355944
R,V,0.1309616921020084
V,I,0.2144501524960202
A,K,0.0702289325797667
K,T,0.0637098555772535
.,W,0.0470762855673284
W,E,0.0146717400454686
E,B,0.0203053218111064
B,S,0.040389269812994
.,V,0.0346488179325609
H,T,0.0501678853167637
T,P,0.1467174004546865
P,S,0.0333434758161327
A,D,0.1593967762171857
D,I,0.0787480074448775
E,D,0.2113432855873283
_,S,0.0235037916753371
X,_,0.0137022754326827
M,S,0.0457785770305283
L,_,0.0403587354944811
A,U,0.0494045273539402
H,O,0.0267862309154784
N,;,0.0373816394394693
SPACE,J,0.0996945499447557
T,.,0.1822288128852381
E,X,0.2933431979538342
X,E,0.049885442870519
X,C,0.0568243667525851
S,L,0.0160686851174357
L,F,0.0129923525272568
O,G,0.1207861304575705
G,G,0.0548625367881286
R,F,0.0265495899470031
O,I,0.1438395409348417
M,;,0.0230763112161559
X,.,0.0244045540714689
F,U,0.0633281765958418
.,B,0.0262824146600148
F,F,0.0260992087489372
X,T,0.0756411405361856
Y,I,0.0208320388054547
T,S,0.1939158232960667
SPACE,K,0.033290040758735
R,L,0.0154808994860616
Y,T,0.0104427369314261
O,K,0.0160686851174357
K,E,0.070465573548242
N,",",0.0140610536752098
SPACE,V,0.0763205291230986
X,SPACE,0.0165419670543863
(,V,0.014328228962198
D,F,0.0195648645871676
S,P,0.0616106211794888
G,S,0.0229847082606171
U,S,0.1021143946869064
D,DQT,0.0151221212435345
T,<,0.0871296778766801
>,SPACE,0.1698013452504707
DQT,S,0.0351602677676527
<,I,0.0149541824917133
W,O,0.0299388993019396
R,K,0.0218778392145229
H,R,0.0280534051337655
W,S,0.0471144534654695
SPACE,DQT,0.2068623743455541
DQT,C,0.0519312422108861
F,R,0.0602823783241758
M,SPACE,0.0788548775596728
B,E,0.0309007303350973
DQT,;,0.0107022786387861
(,E,0.040259498959314
N,(,0.074129691769795
SPACE,U,0.04343506808466
T,F,0.0339465286067633
L,(,0.0289007324724996
A,B,0.1192746816911798
(,U,0.0101526609055532
.,P,0.0712976337277196
(,H,0.0190457811724476
N,),0.0329541632550927
N,F,0.1196487270929634
O,(,0.0154045636897792
{,},0.0256869954490124
},DQT,0.0112595299516473
R,S,0.1333433689460179
P,SPACE,0.0153129607342404
SPACE,-,0.0519694101090273
-,>,0.0380991959245234
E,<,0.027389283706109
<,S,0.0466869730062883
>,>,0.0227633344513982
D,Y,0.0139847178789274
P,.,0.0153740293712663
S,C,0.1090609521486007
SPACE,2,0.021686999723817
0,0,0.0152976935749839
0,),0.0115114380793791
U,C,0.0466717058470319
E,E,0.0469312475543919
},),0.0188549416817417
),",",0.1238548294681211
C,H,0.1253128431771141
DQT,E,0.0165877685321557
W,H,0.0213740229590594
I,A,0.0326335529107068
T,M,0.0396182782705423
(,N,0.0994884432947934
E,V,0.0412518643109847
(,S,0.0616258883387452
D,A,0.1802669829207816
L,V,0.0940457010198615
D,L,0.0549236054251545
L,1,0.0225877621199488
G,M,0.0227098993940006
S,B,0.0228244030884241
D,S,0.0648090910437195
G,>,0.0230381433180147
O,F,0.064793823884463
F,(,0.0204656269832994
<,T,0.0113893008053273
T,>,0.0281144737707913
F,),0.0105267063073367
DQT,SPACE,0.0233434865031441
(,P,0.031473248807215
S,R,0.0252747821490877
R,C,0.1748166070662214
O,E,0.0206717336332617
Y,L,0.0307098908443914
H,M,0.0113434993275579
P,;,0.0119007506404191
E,I,0.0330075983124903
G,I,0.0522442189756438
S,Y,0.0218396713163818
Y,S,0.0510152126554979
G,O,0.0153892965305227
G,L,0.0287556944595631
M,M,0.0317480576738314
B,A,0.0284503512744337
M,D,0.0101602944851814
D,D,0.0963434084879604
G,R,0.0714884732184255
N,R,0.0218854727941512
G,U,0.0422976647200529
D,O,0.031343477953535
U,M,0.0654579453121195
T,B,0.0123358646792285
SPACE,/,0.0555953604324392
/,*,0.0414961388590882
*,*,0.0456030046990789
.,SPACE,0.0254427209009089
*,/,0.0412060628332152
/,RET,0.0412518643109847
R,<,0.0158396777285886
<,>,0.0245190577658924
>,(,0.0269618032469278
D,),0.022656464336603
D,T,0.0147862437398921
I,SPACE,0.0115114380793791
T,N,0.0257556976656666
N,>,0.0136183060567721
D,",",0.0171908213227863
(,A,0.0230915783754124
H,(,0.0282137103059584
SPACE,&,0.0176564696801087
&,&,0.0177251718967628
&,SPACE,0.0177862405337887
G,H,0.0205419627795817
H,.,0.0110457897220567
T,V,0.0213892901183159
H,),0.0117709797867391
(,C,0.0574732210209851
H,",",0.0109694539257744
M,N,0.0250839426583818
E,>,0.014587770669558
P,<,0.0274045508653654
/,/,0.025122110556523
/,SPACE,0.0228015023495394
S,RET,0.010404569033285
P,I,0.0281221073504196
C,I,0.0311221041443161
DQT,P,0.0136259396364003
N,DQT,0.0181144844578028
T,G,0.0235877610512477
R,P,0.0137251761715674
D,N,0.0100457907907579
1,),0.0120457886533556
G,T,0.0195877653260523
M,(,0.0853357866640447
I,R,0.0325495835347962
D,R,0.0279923364967396
I,P,0.033320575077248
G,C,0.0207709701684288
T,RET,0.0144656333955062
V,O,0.0397556827038505
@,R,0.0116259417738026
G,",",0.0224045562088712
(,M,0.0171526534246451
SPACE,M,0.088877767611546
T,_,0.0212442521053794
M,DQT,0.014618304988071
:,:,0.0102366302814638
M,",",0.0210152447165323
S,F,0.013290062132758
M,),0.0232900514457465
W,R,0.0283816490577796
B,Y,0.0226335635977182
P,(,0.0165037991562451
A,SPACE,0.0209694432387629
*,RET,0.0230992119550406
.,RET,0.0190228804335628
@,P,0.0209160081813653
1,0,0.0106183092628755
Y,N,0.0220457779663441
L,P,0.0609083318536911
L,Y,0.0286411907651396
E,_,0.0182518888911111
E,Y,0.0375190438727775
P,Y,0.0212747864238923
A,W,0.019610666064937
D,;,0.0127938794569227
J,C,0.0419846879552953
D,C,0.0201831845370546
T,K,0.0183969269040475
P,D,0.0137022754326827
DQT,A,0.0111373926775956
C,B,0.0117557126274826
E,O,0.0313969130109326
M,B,0.014457999815878
F,L,0.0108625838109791
L,DQT,0.0553968873621051
SPACE,<,0.0120610558126121
-,SPACE,0.0105877749443626
1,",",0.0234198222994265
O,J,0.0170381497302216
Y,C,0.0155954031804851
C,S,0.0210305118757888
Y,H,0.0147022743639815
L,C,0.0233205857642594
Y,E,0.0120381550737274
H,S,0.0322671410885515
O,A,0.014457999815878
S,Q,0.0894121181855225
Q,L,0.0881296768079789
M,U,0.0202442531740805
M,I,0.0552671165084251
L,X,0.0100076228926167
S,2,0.0128473145143203
A,F,0.0301068380537608
1,7,0.0102900653388614
G,A,0.0159999829007816
S,M,0.0310457683480338
E,Z,0.011022888983172
Z,T,0.0109847210850309
L,R,0.0144503662362498
D,X,0.0166106692710404
B,_,0.0422518632422835
_,C,0.0383816383707681
DQT,T,0.0346946194103304
X,P,0.0493892601946837
SPACE,5,0.0117633462071109
TAB,TAB,0.0966792859916027
0,",",0.012221360984805
0,DQT,0.0159770821618969
0,1,0.0122442617236897
RET,TAB,0.0654503117324912
1,DQT,0.0218015034182406
2,DQT,0.021686999723817
TAB,},0.0101984623833226
Y,Z,0.0123053303607156
0,2,0.0131831920179627
SPACE,4,0.0128625816735768
P,H,0.0176641032597369
_,1,0.0150839533453933
TAB,SPACE,0.0126564750236144
P,M,0.0221984495589088
P,G,0.0103053324981179
_,2,0.020389291187017
2,",",0.0112213620535062
5,",",0.0142747939048004
